imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0027977,Tempi moderni,Modern Times,1936,1937-03-12,Comedy,87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,211250,$ 1500000,$ 163577,$ 457688,96,307,115
tt0029583,Biancaneve e i sette nani,Snow White and the Seven Dwarfs,1937,1938-11-30,Animation,83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell, Bill Thompson","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,177157,$ 1499000,$ 184925486,$ 184925486,95,260,173
tt0017136,Metropolis,Metropolis,1927,1928-10-01,Drama,153,Germany,German,Fritz Lang,"Thea von Harbou, Thea von Harbou",Universum Film (UFA),"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",8.3,156076,DEM 6000000,$ 1236166,$ 1349711,98,495,208
tt0021749,Luci della città,City Lights,1931,1931-04-02,Comedy,87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,162668,$ 1500000,$ 19181,$ 46008,99,295,122
tt0031381,Via col vento,Gone with the Wind,1939,1949-03-12,Drama,238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,8.1,283975,$ 3977000,$ 200852579,$ 402352579,97,881,197
tt0029453,Il bandito della Casbah,Pépé le Moko,1937,1937-10-22,Crime,94,France,"French, Arabic",Julien Duvivier,"Henri La Barthe, Henri La Barthe",Paris Film,"Jean Gabin, Gabriel Gabrio, Saturnin Fabre, Fernand Charpin, Lucas Gridoux, Gilbert Gil, Marcel Dalio, Charles Granval, Gaston Modot, René Bergeron, Paul Escoffier, Roger Legris, Jean Témerson, Robert Ozanne, Philippe Richard","A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate.",7.7,6180,$ 60000,$ 155895,$ 155895,98,46,55
tt0031679,Mr. Smith va a Washington,Mr. Smith Goes to Washington,1939,1947-04-05,Comedy,129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",8.1,104547,$ 1900000,$ 144738,$ 144738,73,296,88
tt0032138,Il mago di Oz,The Wizard of Oz,1939,1949-04-19,Adventure,102,USA,English,"Victor Fleming, George Cukor","Noel Langley, Florence Ryerson",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,8,366293,$ 2777000,$ 24790250,$ 26142032,100,688,168
tt0032455,Fantasia,Fantasia,1940,1946-09-19,Animation,125,USA,English,"James Algar, Samuel Armstrong","Joe Grant, Dick Huemer",Walt Disney Productions,"Deems Taylor, Leopold Stokowski, The Philadelphia Orchestra",A collection of animated interpretations of great works of Western classical music.,7.8,86795,$ 2280000,$ 76408097,$ 76411401,96,342,119
tt0032910,Pinocchio,Pinocchio,1940,1947-11-27,Animation,88,USA,English,"Norman Ferguson, T. Hee","Carlo Collodi, Ted Sears",Walt Disney Animation Studios,"Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Clarence Nash, Patricia Page, Christian Rub, Bill Thompson, Evelyn Venable","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",7.4,127618,$ 2600000,$ 84254167,$ 121892045,99,202,140
tt0033467,Quarto potere,Citizen Kane,1941,1948-11-25,Drama,119,USA,"English, Italian",Orson Welles,"Herman J. Mankiewicz, Orson Welles",RKO Radio Pictures,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",8.3,389322,$ 839727,$ 1585634,$ 1594107,100,1452,248
tt0034583,Casablanca,Casablanca,1942,1946-11-21,Drama,102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,509953,$ 950000,$ 4108411,$ 4374761,100,1303,196
tt0035423,Kate & Leopold,Kate & Leopold,2001,2002-03-01,Comedy,118,USA,"English, French",James Mangold,"Steven Rogers, James Mangold",Konrad Pictures,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,6.4,77852,$ 48000000,$ 47121859,$ 76019048,44,341,115
tt0036868,I migliori anni della nostra vita,The Best Years of Our Lives,1946,1948-04-10,Drama,170,USA,English,William Wyler,"Robert E. Sherwood, MacKinlay Kantor",The Samuel Goldwyn Company,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,8,56280,$ 2100000,$ 23650000,$ 23656620,93,288,125
tt0040897,Il tesoro della Sierra Madre,The Treasure of the Sierra Madre,1948,1948-11-20,Adventure,126,USA,"English, Spanish",John Huston,"John Huston, B. Traven",Warner Bros.,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel Dondé, José Torvay, Margarito Luna",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,8.2,111478,$ 3000000,$ 215295,$ 215295,98,273,98
tt0042192,Eva contro Eva,All About Eve,1950,1951-10-05,Drama,138,USA,"English, French",Joseph L. Mankiewicz,Joseph L. Mankiewicz,Twentieth Century Fox,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,8.2,117634,$ 1400000,$ 63463,$ 150438,98,373,140
tt0042332,Cenerentola,Cinderella,1950,1950-09-15,Animation,74,USA,English,"Clyde Geronimi, Wilfred Jackson","Charles Perrault, Bill Peet",Walt Disney Productions,"Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams, James MacDonald, Helene Stanley, Luis Van Rooten, Don Barclay, Lucille Bliss, Jeffrey Stone, Mike Douglas, William Phipps, Marion Darlington, Earl Keen","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",7.3,142164,$ 2900000,$ 93141149,$ 95126535,85,155,128
tt0042876,Rashomon,Rashômon,1950,1952-03-11,Crime,88,Japan,Japanese,Akira Kurosawa,"Ryûnosuke Akutagawa, Akira Kurosawa",Daiei,"Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura, Minoru Chiaki, Kichijirô Ueda, Noriko Honma, Daisuke Katô","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",8.2,148193,$ 250000,$ 46808,$ 46808,98,348,141
tt0043278,Un americano a Parigi,An American in Paris,1951,1952-09-06,Drama,114,USA,"English, French, German",Vincente Minnelli,"Alan Jay Lerner, Alan Jay Lerner",Metro-Goldwyn-Mayer (MGM),"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary, Nina Foch",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,7.2,29738,$ 2723903,$ 267824,$ 272619,83,171,101
tt0043899,Pandora,Pandora and the Flying Dutchman,1951,1951-02-01,Drama,122,UK,"English, Spanish",Albert Lewin,Albert Lewin,Dorkay Productions,"James Mason, Ava Gardner, Nigel Patrick, Sheila Sim, Harold Warrender, Mario Cabré, Marius Goring, John Laurie, Pamela Mason, Patricia Raine, Margarita D'Alvarez, La Pillina, Abraham Sofaer, Francisco Igual, Guillermo Beltrán",A seductive woman falls in love with a mysterious ship's captain.,7,3240,$ 1500000,$ 17401,$ 31805,82,50,45
tt0045152,Cantando sotto la pioggia,Singin' in the Rain,1952,1953-02-05,Comedy,103,USA,English,"Stanley Donen, Gene Kelly","Betty Comden, Adolph Green",Metro-Goldwyn-Mayer (MGM),"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno",A silent film production company and cast make a difficult transition to sound.,8.3,213152,$ 2540800,$ 1826108,$ 1864182,99,671,155
tt0046183,Le avventure di Peter Pan,Peter Pan,1953,1953-12-16,Animation,77,USA,"English, American Sign Language","Clyde Geronimi, Wilfred Jackson","J.M. Barrie, Ted Sears",Walt Disney Productions,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway, Roland Dupree, Don Barclay","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",7.3,123085,$ 4000000,$ 87404651,$ 87404651,76,128,135
tt0046004,Il piccolo fuggitivo,Little Fugitive,1953,1954-01-06,Drama,80,USA,English,"Ray Ashley, Morris Engel","Ray Ashley, Morris Engel",Little Fugitive Production Company,"Richard Brewster, Winifred Cushing, Jay Williams, Will Lee, Charlie Moss, Tommy DeCanio, Richie Andrusco","A young boy fears that he shot his older brother, who is only faking. He then runs away to Coney Island, a crowded beach area, and gets money by returning soda bottles for their deposits.",7.5,2414,$ 30000,$ 29505,$ 162373,91,32,41
tt0045793,Da qui all'eternità,From Here to Eternity,1953,1954-10-08,Drama,118,USA,English,Fred Zinnemann,"Daniel Taradash, James Jones",Columbia Pictures,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed, Frank Sinatra, Philip Ober, Mickey Shaughnessy, Harry Bellaver, Ernest Borgnine, Jack Warden, John Dennis, Merle Travis, Tim Ryan, Arthur Keegan, Barbara Morrison","In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",7.6,42401,$ 1650000,$ 36416,$ 36416,85,184,124
tt0046816,L'ammutinamento del Caine,The Caine Mutiny,1954,1954-12-09,Drama,124,USA,English,Edward Dmytryk,"Stanley Roberts, Michael Blankfort",Columbia Pictures,"Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie","When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",7.7,23931,$ 2000000,$ 21750000,$ 21750000,63,182,47
tt0046912,Il delitto perfetto,Dial M for Murder,1954,1954-11-19,Crime,105,USA,English,Alfred Hitchcock,"Frederick Knott, Frederick Knott",Warner Bros.,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes",A tennis player tries to arrange his wife's murder after learning of her affair.,8.2,153300,$ 1400000,$ 12562,$ 18816,75,356,107
tt0047034,Godzilla,Gojira,1954,1957-04-05,Action,96,Japan,Japanese,Ishirô Honda,"Takeo Murata, Ishirô Honda",Toho Film (Eiga) Co. Ltd.,"Akira Takarada, Momoko Kôchi, Akihiko Hirata, Takashi Shimura, Fuyuki Murakami, Sachio Sakai, Toranosuke Ogawa, Ren Yamamoto, Hiroshi Hayashi, Seijirô Onda, Tsuruko Mano, Takeo Oikawa, Toyoaki Suzuki, Kokuten Kôdô, Tadashi Okabe","American nuclear weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast.",7.6,28109,$ 175000,$ 562711,$ 562711,78,224,134
tt0047396,La finestra sul cortile,Rear Window,1954,1955-04-14,Mystery,112,USA,English,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich",Alfred J. Hitchcock Productions,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr, Judith Evelyn, Ross Bagdasarian, Georgine Darcy, Sara Berner, Frank Cady, Jesslyn Fax, Rand Harper, Irene Winston, Havis Davenport",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,8.4,432390,$ 1000000,$ 36764313,$ 37032034,100,855,157
tt0047478,I sette samurai,Shichinin no samurai,1954,1955-08-19,Action,207,Japan,Japanese,Akira Kurosawa,"Akira Kurosawa, Shinobu Hashimoto",Toho Company,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki, Kamatari Fujiwara, Daisuke Katô, Isao Kimura, Minoru Chiaki, Seiji Miyaguchi, Yoshio Kosugi, Bokuzen Hidari, Yoshio Inaba, Yoshio Tsuchiya, Kokuten Kôdô, Eijirô Tôno",A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,8.6,307958,JPY 125000000,$ 318649,$ 322773,98,715,130
tt0047522,È nata una stella,A Star Is Born,1954,1955-02-25,Drama,154,USA,English,George Cukor,"Moss Hart, Dorothy Parker",Transcona Enterprises,"Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan, Lucy Marlow, Amanda Blake, Irving Bacon, Hazel Shermet, James Brown","A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral.",7.6,15391,$ 5019770,$ 4335968,$ 4348890,89,155,85
tt0047892,Bob il giocatore,Bob le flambeur,1956,1956-08-24,Crime,98,France,"French, English",Jean-Pierre Melville,"Jean-Pierre Melville, Jean-Pierre Melville",Organisation Générale Cinématographique,"Isabelle Corey, Daniel Cauchy, Roger Duchesne, Guy Decomble, André Garet, Gérard Buhr, Claude Cerval, Colette Fleury, René Havard, Simone Paris, Howard Vernon, Henry Allaume, Germaine Licht, Yvette Amirante, Dominique Antoine","After losing big, an aging gambler decides to assemble a team to rob a casino.",7.7,10585,FRF 17500000,$ 15586,$ 15586,80,63,82
tt0048280,Lilli e il vagabondo,Lady and the Tramp,1955,1955-12-15,Animation,76,USA,English,"Clyde Geronimi, Wilfred Jackson","Ward Greene, Erdman Penner",Walt Disney Animation Studios,"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton, George Givot, Stan Freberg, Lee Millar, Barbara Luddy, Bill Thompson, Dal McKennon, Alan Reed, The Mellowmen Quartet",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,7.3,119585,$ 4000000,$ 93602326,$ 93933394,78,147,127
tt0048545,Gioventù bruciata,Rebel Without a Cause,1955,1956-02-24,Drama,111,USA,English,Nicholas Ray,"Stewart Stern, Irving Shulman",Warner Bros.,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt, Steffi Sidney, Marietta Canty, Virginia Brissac, Beverly Long, Ian Wolfe","A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",7.7,81625,$ 1500000,$ 199963,$ 199963,89,335,165
tt0049261,Il gigante,Giant,1956,1957-03-18,Drama,201,USA,"English, Spanish",George Stevens,"Edna Ferber, Fred Guiol",George Stevens Productions,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills, Mercedes McCambridge, Dennis Hopper, Sal Mineo, Rod Taylor, Judith Evelyn, Earl Holliman, Robert Nichols, Paul Fix, Alexander Scourby",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,7.6,33284,$ 5400000,$ 32855818,$ 32855818,84,183,115
tt0050212,Il ponte sul fiume Kwai,The Bridge on the River Kwai,1957,1958-03-28,Adventure,161,UK,"English, Japanese, Thai",David Lean,"Pierre Boulle, Carl Foreman",Horizon Pictures (II),"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald, Geoffrey Horne, André Morell, Peter Williams, John Boxer, Percy Herbert, Harold Goodwin, Ann Sears, Heihachirô Ôkawa, Keiichirô Katsumoto, M.R.B. Chakrabandhu","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",8.1,198693,$ 3000000,$ 27200000,$ 27200000,87,330,96
tt0052311,L'infernale Quinlan,Touch of Evil,1958,1958-08-16,Crime,95,USA,"English, Spanish",Orson Welles,"Orson Welles, Whit Masterson",Universal International Pictures (UI),"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff, Joanna Moore, Ray Collins, Dennis Weaver, Valentin de Vargas, Mort Mills, Victor Millan, Lalo Rios, Michael Sargent, Phil Harvey, Joi Lansing","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",8,96864,$ 829000,$ 2247465,$ 2286947,99,321,115
tt0052357,La donna che visse due volte,Vertigo,1958,1958-12-18,Mystery,128,USA,English,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor",Alfred J. Hitchcock Productions,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick",A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,8.3,352786,$ 2479000,$ 7705225,$ 7796389,100,860,182
tt0052618,Ben-Hur,Ben-Hur,1959,1960-10-21,Adventure,212,USA,English,William Wyler,"Lew Wallace, Karl Tunberg",Metro-Goldwyn-Mayer (MGM),"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, André Morell","After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",8.1,214854,$ 15000000,$ 74422622,$ 74427638,90,445,128
tt0053285,La bella addormentata nel bosco,Sleeping Beauty,1959,1959-12-01,Animation,75,USA,English,"Clyde Geronimi, Les Clark","Erdman Penner, Charles Perrault",Walt Disney Animation Studios,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Bill Thompson","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",7.2,132245,$ 6000000,$ 51600000,$ 51600000,85,193,109
tt0054177,Le petit soldat,Le petit soldat,1963,1970-04-07,War,88,France,French,Jean-Luc Godard,Jean-Luc Godard,Les Productions Georges de Beauregard,"Michel Subor, Anna Karina, Henri-Jacques Huet, Paul Beauvais, László Szabó","During the Algerian War, a man and woman from opposing sides fall in love with one another.",7.2,6094,$ 180000,$ 24296,$ 24296,97,29,39
tt0054215,Psyco,Psycho,1960,1960-10-28,Horror,109,USA,English,Alfred Hitchcock,"Joseph Stefano, Robert Bloch",Shamley Productions,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",8.5,586765,$ 806947,$ 32000000,$ 32008644,97,1284,236
tt0054331,Spartacus,Spartacus,1960,1960-12-07,Adventure,197,USA,English,Stanley Kubrick,"Dalton Trumbo, Howard Fast",Bryna Productions,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov, John Gavin, Nina Foch, John Ireland, Herbert Lom, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco",The slave Spartacus leads a violent revolt against the decadent Roman Republic.,7.9,121994,$ 12000000,$ 1830650,$ 1844789,87,326,128
tt0054357,Robinson nell'isola dei corsari,Swiss Family Robinson,1960,1961-09-06,Adventure,126,USA,English,Ken Annakin,"Lowell S. Hawley, Johann David Wyss",Walt Disney Productions,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Sessue Hayakawa, Tommy Kirk, Kevin Corcoran, Cecil Parker, Andy Ho, Milton Reid, Larry Taylor",A Swiss family must survive being shipwrecked on a deserted island.,7.2,13786,$ 5000000,$ 40356000,$ 40356000,61,73,33
tt0055254,La carica dei 101,One Hundred and One Dalmatians,1961,1961-11-30,Animation,79,USA,English,"Clyde Geronimi, Hamilton Luske","Bill Peet, Dodie Smith",Walt Disney Productions,"Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth, Ben Wright, Cate Bauer, David Frankham, Frederick Worlock, Lisa Davis, Tom Conway, Tudor Owen, George Pelling, Ramsay Hill, Sylvia Marriott, Queenie Leonard","When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.",7.2,149029,$ 4000000,$ 144880014,$ 216026182,83,140,100
tt0055572,La donna è donna,Une femme est une femme,1961,1961-10-25,Comedy,85,France,French,Jean-Luc Godard,Jean-Luc Godard,Euro International Film (EIA),"Jean-Claude Brialy, Anna Karina, Jean-Paul Belmondo","A French striptease artist is desperate to become a mother. When her reluctant boyfriend suggests that his best friend impregnate her, feelings become complicated when she accepts.",7.5,15070,$ 160000,$ 100665,$ 100665,71,44,74
tt0055614,West Side Story,West Side Story,1961,1962-09-21,Crime,153,USA,"English, Spanish","Jerome Robbins, Robert Wise","Ernest Lehman, Arthur Laurents",The Mirisch Corporation,"Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno, George Chakiris, Simon Oakland, Ned Glass, William Bramley, Tucker Smith, Tony Mordente, David Winters, Eliot Feld, Bert Michaels, David Bean, Robert Banas","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",7.5,94819,$ 6000000,$ 44055492,$ 44061777,86,396,137
tt0055928,Agente 007 - Licenza di uccidere,Dr. No,1962,1963-01-17,Action,110,UK,"English, French",Terence Young,"Richard Maibaum, Johanna Harwood",Eon Productions,"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Bernard Lee, Anthony Dawson, Zena Marshall, John Kitzmiller, Eunice Gayson, Lois Maxwell, Peter Burton, Yvonne Shima, Michel Mok, Marguerite LeWars, William Foster-Davis",A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,7.2,144418,$ 1100000,$ 16067035,$ 16068461,78,474,138
tt0056085,La conquista del West,How the West Was Won,1962,1963-01-30,Western,164,USA,"English, Arapaho","John Ford, Henry Hathaway",James R. Webb,Metro-Goldwyn-Mayer (MGM),"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden, Gregory Peck, George Peppard, Robert Preston, Debbie Reynolds, James Stewart, Eli Wallach, John Wayne, Richard Widmark, Brigid Bazlen, Walter Brennan","A family saga covering several decades of Westward expansion in the nineteenth century - including the Gold Rush, the Civil War, and the building of the railroads.",7.1,18210,$ 15000000,$ 76729,$ 76729,56,175,41
tt0056172,Lawrence d'Arabia,Lawrence of Arabia,1962,1963-10-29,Adventure,228,UK,"English, Arabic, Turkish",David Lean,"T.E. Lawrence, Robert Bolt",Horizon Pictures (II),"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins, Omar Sharif, José Ferrer, Anthony Quayle, Claude Rains, Arthur Kennedy, Donald Wolfit, I.S. Johar, Gamil Ratib, Michel Ray, John Dimech, Zia Mohyeddin",The story of,8.3,261504,$ 15000000,$ 45306425,$ 45710874,100,676,146
tt0056218,Va' e uccidi,The Manchurian Candidate,1962,1963-02-21,Drama,126,USA,"English, Spanish",John Frankenheimer,"Richard Condon, George Axelrod",M.C. Productions,"Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury, Henry Silva, James Gregory, Leslie Parrish, John McGiver, Khigh Dhiegh, James Edwards, Douglas Henderson, Albert Paulsen, Barry Kelley, Lloyd Corrigan, Madame Spivy",A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,7.9,70205,$ 2200000,$ 2757256,$ 2757256,94,341,117
tt0056592,Il buio oltre la siepe,To Kill a Mockingbird,1962,1963-09-11,Crime,129,USA,English,Robert Mulligan,"Harper Lee, Horton Foote",Pakula-Mulligan,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix, Collin Wilcox Paxton, James Anderson, Alice Ghostley, Robert Duvall, William Windom, Crahan Denton, Richard Hale","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",8.2,288787,$ 2000000,$ 592237,$ 599146,88,571,153
