imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0273300,Jump Tomorrow,Jump Tomorrow,2001,2001-11-09,Drama,97,UK,"English, French, Spanish",Joel Hopkins,"Joel Hopkins, Joel Hopkins",Eureka Pictures,"Tunde Adebimpe, Raul A. Reyes, Alan Gryfe, Amy Sedaris, Arthur Anderson, Leisa Heintzelman, Isiah Whitlock Jr., Natalia Verbeke, Hippolyte Girardot, Murielle Arden, James Wilby, Kaili Vernoff, William Barry, Carole Bayeux, Gene Ruffini","A young Nigerian man on the verge of being in an arranged marriage, suddenly questions his situation after an encounter with a stunning Latin woman, who is also about to be married.",7.1,1333,$ 1000000,$ 33236,$ 33236,68,31,27
tt0273435,Ararat,Ararat,2002,2003-04-25,Drama,115,Canada,"English, Armenian, French, German, Turkish",Atom Egoyan,Atom Egoyan,Alliance Atlantis Communications,"Simon Abkarian, Charles Aznavour, Christopher Plummer, Arsinée Khanjian, Setta Keshishian, David Alpay, Shant Srabian, Marie-Josée Croze, Elias Koteas, Brent Carver, Max Morrow, Christie MacFadyen, Dawn Roach, Garen Boyajian, Lousnak Abdalian","Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide.",6.3,11239,$ 15500000,$ 1555959,$ 2743336,62,178,71
tt0273517,Darkness,Darkness,2002,2003-01-10,Horror,88,USA,English,Jaume Balagueró,"Jaume Balagueró, Fernando de Felipe",Castelao Producciones,"Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini, Fele Martínez, Stephan Enquist, Fermí Reixach, Francesc Pagès, Craig Stevenson, Paula Fernández, Gemma Lozano, Xavier Allepuz, Joseph Roberts, Marc Ferrando, Josh Gaeta","A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",5.5,18610,$ 10600000,$ 22163442,$ 33988736,15,348,111
tt0273689,Le forze del destino,It's All About Love,2003,2004-07-16,Drama,104,Italy,English,Thomas Vinterberg,"Mogens Rukov, Thomas Vinterberg",CoBo Fonds,"Joaquin Phoenix, Claire Danes, Sean Penn, Douglas Henshall, Alun Armstrong, Margo Martindale, Mark Strong, Geoffrey Hutchings, Harry Ditson, Thomas Bo Larsen, Teddy Kempner, Indra Ové, Georgi Staykov, Anna Wallander, Mariann Rudberg",Two lovers attempt to save their relationship in a near-future world on the brink of cosmic collapse.,5.4,7886,DKK 86000000,$ 6140,$ 478996,32,116,54
tt0273923,Orange County,Orange County,2002,2002-08-09,Comedy,82,USA,"English, Spanish",Jake Kasdan,Mike White,Paramount Pictures,"Colin Hanks, Jack Black, Schuyler Fisk, Bret Harrison, Kyle Howard, R.J. Knoll, Catherine O'Hara, Mike White, John Lithgow, Lily Tomlin, George Murdock, Lillian Hurst, Chevy Chase, Olivia Rosewood, Carly Pope",A guidance counselor mistakenly sends out the wrong transcripts to Stanford University under the name of an over-achieving high schooler.,6.2,46547,$ 18000000,$ 41076018,$ 43325009,48,228,117
tt0273982,Poolhall Junkies,Poolhall Junkies,2002,2003-02-28,Comedy,99,USA,English,Mars Callahan,"Mars Callahan, Chris Corso",Gold Circle Films,"Chazz Palminteri, Ricky Schroder, Rod Steiger, Michael Rosenbaum, Mars Callahan, Alison Eastwood, Phillip Glasser, Anson Mount, Glenn Plummer, Richard Portnow, Ernie Reyes Jr., Peter Mark Richman, Christopher Walken, Mike Massey, Orien Richman","A talented pool hustler who has stayed out of the game for years, must go back to his old ways when his little brother gets involved with his enemy, the very man who held him back from greatness.",6.9,9536,$ 4000000,$ 563711,$ 563711,36,116,35
tt0274117,Sulle mie labbra,Sur mes lèvres,2001,2002-05-03,Crime,115,France,French,Jacques Audiard,"Jacques Audiard, Tonino Benacquista",Canal+,"Vincent Cassel, Emmanuelle Devos, Olivier Gourmet, Olivier Perrier, Olivia Bonamy, Bernard Alane, Céline Samie, Pierre Diot, François Loriquet, Serge Onteniente, David Saracino, Christophe Vandevelde, Bô Gaultier de Kermoal, Loïc Le Page, Nathalie Lacroix",She is almost deaf and he lip-reads. He is an ex-convict. She wants to help him. He thinks no one can help except himself.,7.3,13255,FRF 49000000,$ 1471911,$ 5393526,82,63,83
tt0274166,Johnny English,Johnny English,2003,2003-04-11,Action,89,UK,"English, French, Japanese",Peter Howitt,"Neal Purvis, Robert Wade",Universal Pictures,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise, Douglas McFerran, Steve Nicolson, Terence Harvey, Kevin McNally, Tim Pigott-Smith, Nina Young, Rowland Davies, Natalie Imbruglia, Philippa Fordham, John Malkovich, Tim Berrington","After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.",6.2,145084,$ 40000000,$ 28082366,$ 160466000,51,318,127
tt0274558,The Hours,The Hours,2002,2003-03-07,Drama,110,USA,English,Stephen Daldry,"Michael Cunningham, David Hare",Paramount Pictures,"Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane, Miranda Richardson, George Loftus, Charley Ramm, Sophie Wyburd, Lyndsey Marshal, Linda Bassett, Christian Coulson, Michael Culkin, John C. Reilly, Jack Rovello, Toni Collette","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",7.5,122422,$ 25000000,$ 41675994,$ 108846072,80,677,170
tt0274711,People I Know,People I Know,2002,2002-11-21,Crime,100,USA,English,Daniel Algrant,Jon Robin Baitz,Myriad Pictures,"Al Pacino, Kim Basinger, Ryan O'Neal, Téa Leoni, Richard Schiff, Bill Nunn, Robert Klein, Mark Webber, Eldon Bullock, Juliet Papa, Ramsey Faragallah, Brian McConnachie, Frank Wood, Rex Reed, Lewis Dodley",A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,5.5,10918,$ 22000000,$ 126793,$ 5484302,53,81,41
tt0274812,Secretary,Secretary,2002,2003-04-04,Comedy,107,USA,English,Steven Shainberg,"Erin Cressida Wilson, Mary Gaitskill",Slough Pond,"James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren, Stephen McHattie, Patrick Bauchau, Jessica Tuck, Oz Perkins, Amy Locane, Mary Joy, Michael Mantell, Lily Knight, Sabrina Grdevich, Lacey Kohl, Julene Renee","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",7,81824,$ 4000000,$ 4059680,$ 9304609,63,421,176
tt0275022,Crossroads - Le strade della vita,Crossroads,2002,2002-03-22,Comedy,93,USA,English,Tamra Davis,Shonda Rhimes,Fuzzy Bunny Films (I),"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning, Dan Aykroyd, Kim Cattrall, Justin Long, Beverly Johnson, Bahni Turpin, Kool Moe Dee, Richard Voll, Katherine Boecher, Dave Allen, Kyle Davis, Branden Williams","Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process.",3.5,38047,$ 12000000,$ 37191304,$ 61141030,27,576,117
tt0275491,La mala educación,La mala educación,2004,2004-10-08,Crime,106,Spain,"Spanish, Latin",Pedro Almodóvar,Pedro Almodóvar,Canal+ España,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluís Homar, Francisco Maestre, Francisco Boira, Juan Fernández, Nacho Pérez, Raúl García Forneiro, Javier Cámara, Alberto Ferreiro, Petra Martínez, Sandra, Roberto Hoyas",An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,7.4,54642,$ 5000000,$ 5284284,$ 40423279,81,168,177
tt0275719,Tape,Tape,2001,2002-07-12,Drama,86,USA,English,Richard Linklater,"Stephen Belber, Stephen Belber",Detour Filmproduction,"Ethan Hawke, Robert Sean Leonard, Uma Thurman",Three old high school friends meet in a Michigan motel room to dissect painful memories from their past.,7.3,18519,$ 100000,$ 490475,$ 515900,71,111,57
tt0275847,Lilo & Stitch,Lilo & Stitch,2002,2002-06-21,Animation,85,USA,"English, Hawaiian","Dean DeBlois, Chris Sanders","Chris Sanders, Chris Sanders",Walt Disney Pictures,"Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames, Zoe Caldwell, Jason Scott Lee, Kevin Michael Richardson, Susan Hegarty, Amy Hill, Steve Alterman, Emily Anderson, Jack Angel, Bill Asing",A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.,7.2,163741,$ 80000000,$ 145794338,$ 273144151,73,397,199
tt0276033,I Mattacchiorsi,The Country Bears,2002,2002-07-26,Comedy,88,USA,English,Peter Hastings,Mark Perez,Walt Disney Pictures,"Haley Joel Osment, Diedrich Bader, Candy Ford, James Gammon, Brad Garrett, Toby Huss, Kevin Michael Richardson, Stephen Root, Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Alex Rocco, Meagen Fay, Eli Marienthal",Beary Barrington goes on an adventure to save Country Bear Hall by getting the Country Bears back together for a reunion concert.,4.1,4996,$ 35000000,$ 16990825,$ 18012097,37,81,39
tt0276751,About a Boy - Un ragazzo,About a Boy,2002,2002-09-13,Comedy,101,UK,English,"Chris Weitz, Paul Weitz","Nick Hornby, Peter Hedges",Universal Pictures,"Hugh Grant, Nicholas Hoult, Sharon Small, Madison Cook, Jordan Cook, Nicholas Hutchison, Ryan Speechley, Joseph Speechley, Toni Collette, Natalia Tena, Laura Kennington, Tanika Swaby, Peter McNicholl, Chris Webster, Ben Ridgeway","A cynical, immature young man is taught how to act like a grown-up by a little boy.",7,169283,$ 30000000,$ 41385278,$ 130549455,75,427,156
tt0276816,Below,Below,2002,2003-06-27,Action,105,USA,English,David Twohy,"Lucas Sussman, Darren Aronofsky",Dimension Films,"Matthew Davis, Bruce Greenwood, Holt McCallany, Dexter Fletcher, Nick Chinlund, Olivia Williams, Scott Foley, Andrew Howard, Christopher Fairbank, Chuck Ellsworth, Crispin Layfield, Jonathan Hartman, Sebastian Knapp, Max Casali, Alexis Conran",Strange happenings occur on a WW II submarine.,6.1,20706,$ 40000000,$ 605562,$ 2622015,55,157,45
tt0276919,Dogville,Dogville,2003,2003-11-07,Crime,135,Denmark,English,Lars von Trier,Lars von Trier,Zentropa Entertainments,"Nicole Kidman, Harriet Andersson, Lauren Bacall, Jean-Marc Barr, Paul Bettany, Blair Brown, James Caan, Patricia Clarkson, Jeremy Davies, Ben Gazzara, Philip Baker Hall, Thom Hoffman, Siobhan Fallon Hogan, John Hurt, Zeljko Ivanek","A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",8,134971,$ 10000000,$ 1535286,$ 16689283,60,649,229
tt0277027,Mi chiamo Sam,I Am Sam,2001,2002-03-15,Drama,132,USA,English,Jessie Nelson,"Kristine Johnson, Jessie Nelson",New Line Cinema,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison, Rosalind Chao, Ken Jenkins, Wendy Phillips, Mason Lucero",A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,7.7,141155,$ 22000000,$ 40311852,$ 97818139,28,462,117
tt0277296,Il re scorpione,The Scorpion King,2002,2002-04-24,Action,92,USA,English,Chuck Russell,"Stephen Sommers, Jonathan Hales",Universal Pictures,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu, Bernard Hill, Grant Heslov, Peter Facinelli, Ralf Moeller, Branscombe Richmond, Roger Rees, Sherri Howard, Conrad Roberts, Joseph Ruskin, Esteban Cueto, Nils Allen Stewart","A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",5.5,128674,$ 60000000,$ 91047077,$ 180630907,45,444,168
tt0277371,Non è un'altra stupida commedia americana,Not Another Teen Movie,2001,2002-05-24,Comedy,89,USA,English,Joel Gallen,"Mike Bender, Adam Jay Epstein",Columbia Pictures,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner, Deon Richmond, Eric Jungmann, Ron Lester, Cody McMains, Sam Huntington, JoAnna Garcia Swisher, Lacey Chabert, Samm Levine, Cerina Vincent, Beverly Polcyn",A sendup of all the teen movies that have accumulated in the past two decades.,5.7,95477,$ 15000000,$ 38252284,$ 66468332,32,404,96
tt0277434,We Were Soldiers - Fino all'ultimo uomo,We Were Soldiers,2002,2002-08-23,Action,138,USA,"English, Vietnamese, French",Randall Wallace,"Harold G. Moore, Joseph L. Galloway",Icon Entertainment International,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott, Chris Klein, Keri Russell, Barry Pepper, Duong Don, Ryan Hurst, Robert Bagnell, Marc Blucas, Josh Daugherty, Jsu Garcia, Jon Hamm, Clark Gregg","The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",7.2,127888,$ 75000000,$ 78122718,$ 115374915,65,772,150
tt0278295,All About the Benjamins,All About the Benjamins,2002,2002-03-08,Action,95,USA,"English, French",Kevin Bray,"Ronald Lang, Ice Cube",New Line Cinema,"Ice Cube, Mike Epps, Tommy Flanagan, Carmen Chaplin, Eva Mendes, Valarie Rae Miller, Anthony Giaimo, Jeff Chase, Roger Guenveur Smith, Gino Salvano, Tony Ward, Dominic Chianese Jr., Anthony Michael Hall, Antoni Corone, Bob Carter","Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join.",5.9,12440,$ 15000000,$ 25916319,$ 26306533,34,36,41
tt0278435,Via dall'incubo,Enough,2002,2002-11-29,Crime,115,USA,English,Michael Apted,Nicholas Kazan,Columbia Pictures,"Jennifer Lopez, Billy Campbell, Tessa Allen, Juliette Lewis, Dan Futterman, Noah Wyle, Fred Ward, Christopher Maher, Janet Carroll, Bill Cobbs, Bruce A. Young, Bruce French, Ruben Madera, Dan Martin, Jeff Kober","After running away fails, a terrified woman empowers herself in order to battle her abusive husband.",5.8,38833,$ 38000000,$ 40007742,$ 51806184,25,253,90
tt0278488,Due sballati al college,How High,2001,2001-12-21,Comedy,93,USA,English,Jesse Dylan,Dustin Lee Abraham,Jersey Films,"Method Man, Redman, Obba Babatundé, Mike Epps, Anna Maria Horsford, Fred Willard, Jeffrey Jones, Hector Elizondo, Lark Voorhies, Al Shearer, Chuck Deezy, Essence Atkins, Chris Elwood, T.J. Thyne, Justin Urich","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",6.3,52647,$ 20000000,$ 31178740,$ 31283740,29,113,37
tt0278500,L'importanza di chiamarsi Ernest,The Importance of Being Earnest,2002,2003-02-07,Comedy,97,UK,"English, German",Oliver Parker,"Oscar Wilde, Oliver Parker",Miramax,"Rupert Everett, Colin Firth, Frances O'Connor, Reese Witherspoon, Judi Dench, Tom Wilkinson, Anna Massey, Edward Fox, Patrick Godfrey, Charles Kay, Cyril Shaps, Marsha Fitzalan, Finty Williams, Guy Bensley, Christina Robert","In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues.",6.8,21863,$ 15000000,$ 8384929,$ 18009625,60,152,107
tt0278504,Insomnia,Insomnia,2002,2002-11-08,Drama,118,USA,English,Christopher Nolan,"Hillary Seitz, Nikolaj Frobenius",Alcon Entertainment,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank, Paul Dooley, Nicky Katt, Larry Holden, Jay Brazeau, Lorne Cardinal, James Hutson, Andrew Campbell, Paula Shaw, Yan-Kay Crystal Lowe, Tasha Simms, Maura Tierney",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,7.2,269304,$ 46000000,$ 67355513,$ 113758770,78,694,113
tt0278731,Spider,Spider,2002,2002-11-29,Drama,98,Canada,English,David Cronenberg,"Patrick McGrath, Patrick McGrath",Odeon Films,"Ralph Fiennes, Miranda Richardson, Gabriel Byrne, Lynn Redgrave, John Neville, Bradley Hall, Gary Reineke, Philip Craig, Cliff Saunders, Tara Ellis, Sara Stockbridge, Arthur Whybrow, Nicola Duffett, Jake Nightingale, Alison Egan","A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",6.8,35158,$ 10000000,$ 1642483,$ 5808941,83,219,119
tt0278823,Hollywood Ending,Hollywood Ending,2002,2002-10-31,Comedy,112,USA,"English, Mandarin",Woody Allen,Woody Allen,DreamWorks,"Téa Leoni, Bob Dorian, Ivan Martin, Gregg Edelman, George Hamilton, Treat Williams, Woody Allen, Debra Messing, Neal Huff, Mark Rydell, Douglas McGrath, Stephanie Roth Haberle, Bill Gerber, Roxanne Perry, Barbara Carroll","A director is forced to work with his ex-wife, who left him for the boss of the studio bankrolling his new film. But the night before the first day of shooting, he develops a case of psychosomatic blindness.",6.6,25458,$ 16000000,$ 4850753,$ 14569744,46,156,89
tt0279064,Elling,Elling,2001,2002-11-22,Comedy,89,Norway,Norwegian,Petter Næss,"Ingvar Ambjørnsen, Axel Hellstenius",Maipo Film,"Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen, Jørgen Langhelle, Per Christensen, Hilde Olausson, Ola Otnes, Eli Anne Linnestad, Cecilie A. Mosli, Joachim Rafaelsen, Per Gørvell, Knud Dahl, Knut Haugmark","When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and...",7.5,13895,NOK 15500000,$ 314729,$ 2042190,70,98,73
tt0279111,Gods and Generals,Gods and Generals,2003,2003-02-21,Biography,219,USA,English,Ron Maxwell,"Jeff Shaara, Ron Maxwell",Turner Pictures (I),"Donzaleigh Abernathy, Mark Aldrich, George Allen, Keith Allison, Royce D. Applegate, Bruce Boxleitner, Bo Brinkman, Mac Butler, Robert Byrd, Shane Callahan, Billy Campbell, David Carpenter, John Castle, Jim Choate, Martin Clark","The rise and fall of confederate general Thomas ""Stonewall"" Jackson, as he meets with military success against the Union from 1861 to 1863, when he is accidentally killed by his own soldiers.",6.4,15189,$ 56000000,$ 12882934,$ 12923936,30,509,76
tt0279113,The Good Girl,The Good Girl,2002,2003-03-28,Drama,93,USA,English,Miguel Arteta,Mike White,Flan de Coco Films,"Jennifer Aniston, Deborah Rush, Mike White, John Carroll Lynch, Jake Gyllenhaal, Zooey Deschanel, John C. Reilly, Tim Blake Nelson, Jacquie Barnbrook, Annie O'Donnell, John Doe, Roxanne Hart, Jon Shere, Alice Amter, Jean Rhodes",A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,6.4,42586,$ 8000000,$ 14018296,$ 16860964,71,302,101
tt0279231,Minouche la gatta,Minoes,2001,2001-12-06,Comedy,86,Netherlands,Dutch,Vincent Bal,"Annie M.G. Schmidt, Tamara Bos",Bos Bros. Film & TV Productions,"Theo Maassen, Carice van Houten, Sarah Bannier, Pierre Bokma, Marisa Van Eyle, Olga Zuiderhoek, Kees Hulst, Hans Kesting, Jack Wouterse, Lineke Rijxman, Bas Teeken, Bianca Krijgsman, Plien van Bennekom, Wim Van den Heuvel, Joep Onderdelinden",A cat who turns into a young woman helps a journalist protect their town from a factory boss with an evil plan.,6.8,4654,EUR 5328737,$ 266959,$ 5029543,50,16,16
tt0279286,On the Line,On the Line,2001,2002-07-05,Comedy,85,USA,English,Eric Bross,"Eric Aronson, Paul B. Stanton",A Happy Place,"Lance Bass, Joey Fatone, Emmanuelle Chriqui, GQ, James Bulliard, Al Green, Tamala Jones, Richie Sambora, Amanda Foreman, Dan Montgomery Jr., Dave Foley, Jerry Stiller, David Fraser, Jenny Parsons, Kristin Booth","A shy advertising employee meets his dream girl on the El train, but doesn't remember to get her phone number, resulting in an all-out search for the mystery girl",4.2,3955,$ 16000000,$ 4365455,$ 4544601,34,78,45
tt0279331,Indagini sporche - Dark Blue,Dark Blue,2002,2003-01-10,Crime,118,USA,English,Ron Shelton,"James Ellroy, David Ayer",Alphaville Films,"Kurt Russell, Scott Speedman, Michael Michele, Brendan Gleeson, Ving Rhames, Kurupt, Dash Mihok, Jonathan Banks, Lolita Davidovich, Khandi Alexander, Dana Lee, Chapman Way, Marin Hinkle, Jim Cody Williams, Eloy Casados",A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.,6.6,20232,$ 15000000,$ 9250301,$ 12150301,57,131,80
tt0279493,Undercover Brother,Undercover Brother,2002,2003-05-30,Action,86,USA,English,Malcolm D. Lee,"John Ridley, John Ridley",Universal Pictures,"Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis, Dave Chappelle, Chi McBride, Neil Patrick Harris, Gary Anthony Williams, Billy Dee Williams, Jack Noseworthy, Robert Trumbull, J.D. Hall, William S. Taylor, Shauna MacDonald, Ron Pardo","When ""The Man"" tries to derail a black candidate's presidential campaign, Undercover Brother and his fellow secret agents come to the rescue.",5.8,33080,$ 25000000,$ 39089928,$ 41604473,69,191,73
tt0279695,Blackwoods,Blackwoods,2001,2001-10-25,Drama,92,Canada,English,Uwe Boll,"Robert Dean Klein, Uwe Boll",Boll Kino Beteiligungs GmbH & Co. KG,"Patrick Muldoon, Keegan Connor Tracy, Will Sanderson, Michael Paré, Clint Howard, Anthony Harrison, Matthew Walker, Janet Wright, Sean Campbell, Ben Derrick, Michael Eklund, Samantha Ferris, Patricia Dahlquist, Kate Robbins, Nathaniel DeVeaux","Tormented by memories of having caused a deadly car accident years ago, Matt struggles to rebuild his life with his girlfriend Dawn. But his tentative happiness is shattered when he is attacked by an ax-wielding maniac in a remote motel.",2.8,2091,$ 3000000,$ 1500,$ 1500,30,15,12
tt0279778,I sublimi segreti delle Ya-Ya Sisters,Divine Secrets of the Ya-Ya Sisterhood,2002,2002-10-18,Drama,116,USA,English,Callie Khouri,"Rebecca Wells, Mark Andrus",All Girl Productions,"Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner, Cherry Jones, Ashley Judd, Shirley Knight, Angus Macfadyen, Maggie Smith, Jacqueline McKenzie, Katy Selverstone, Kiersten Warren, David Lee Smith, Gina McKee, Matthew Settle","After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends.",6.1,17846,$ 27000000,$ 69599016,$ 73839240,48,199,95
tt0279781,Sorority Boys,Sorority Boys,2002,2002-03-22,Comedy,93,USA,"English, Indonesian",Wallace Wolodarsky,"Joe Jarvis, Greg Coolidge","Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)","Barry Watson, Michael Rosenbaum, Harland Williams, Melissa Sagemiller, Tony Denman, Brad Beyer, Kathryn Stockwood, Heather Matarazzo, Yvonne Sciò, Kerri Higuchi, Dublin James, Omar Benson Miller, Mike Beaver, Rich Ronat, Brian Gross","Three rowdy college students are kicked out of their dorm and dress up in drag to live in the DOG house, where the girls deemed unattractive live.",5.5,13631,$ 12000000,$ 10200032,$ 12517488,25,108,53
tt0279889,Joe Somebody,Joe Somebody,2001,2003-02-21,Comedy,98,USA,English,John Pasquin,John Scott Shepherd,Fox 2000 Pictures,"Tim Allen, Julie Bowen, Kelly Lynch, Greg Germann, Hayden Panettiere, Patrick Warburton, Jim Belushi, Ken Marino, Wolfgang Bodison, Cristi Conaway, Robert Joy, Tina Lifford, James Cada, Tawnja Zahradka, Ahna Brandvik","When Joe is beat up by a co-worker in front of his daughter on ""Bring Your Child To Work Day"", he decides to fight back.",5.5,9857,$ 38000000,$ 22771646,$ 24516772,42,87,52
tt0280030,Ritorno all'isola che non c'è,Return to Never Land,2002,2002-09-06,Animation,72,USA,English,"Robin Budd, Donovan Cook","Temple Mathews, Carter Crocker",Disney Television Animation,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough, Roger Rees, Spencer Breslin, Bradley Pierce, Quinn Beswick, Aaron Spann, Dan Castellaneta, Jim Cummings, Rob Paulsen, Clive Revill","In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.",5.8,18036,$ 20000000,$ 48430258,$ 115121981,49,89,82
tt0280380,24 ore,Trapped,2002,2003-03-14,Action,106,USA,English,Luis Mandoki,"Greg Iles, Greg Iles",Columbia Pictures,"Charlize Theron, Courtney Love, Stuart Townsend, Kevin Bacon, Pruitt Taylor Vince, Dakota Fanning, Steve Rankin, Garry Chalk, Jodie Markell, Matt Koby, Gerry Becker, Andrew Airlie, Randi Lynne, Colleen Camp, J.B. Bivens",The Jennings' fight for their daughters life after she is kidnapped by an experienced gang of thieves.,6.2,22504,$ 30000000,$ 7073251,$ 13414416,42,141,64
tt0280424,Amy's O - Finalmente l'amore,Amy's Orgasm,2001,2004-10-21,Comedy,87,USA,English,Julie Davis,Julie Davis,Catchlight Films,"Julie Davis, Nick Chinlund, Caroline Aaron, Mitchell Whitfield, Jennifer Bransford, Jeff Cesario, Mary Ellen Trainor, Charles Cioffi, Tina Lifford, Michael Harris, Vincent Castellanos, Kira Reed Lorsch, Mark Brown, Karen Neil, Wally Kurth","Story of a 29-year-old Ivy League-educated, self-help author as she grudgingly falls for a shock-jock radio host with a reputation for hitting on his bimbo guests.",5.2,1669,$ 500000,$ 119664,$ 119664,36,40,16
tt0280460,Due amiche esplosive,The Banger Sisters,2002,2003-05-02,Comedy,98,USA,English,Bob Dolman,Bob Dolman,Fox Searchlight Pictures,"Goldie Hawn, Susan Sarandon, Geoffrey Rush, Erika Christensen, Robin Thomas, Eva Amurri Martino, Matthew Carey, Andre Ware, Adam Tomei, Sal Lopez, Kohl Sudduth, Tinsley Grimes, Larry Krask, Marlayna Cherisse, Josh Todd","Lavinia and Suzette, former rock groupies and best friends, reconnect after twenty years; one is still as wild as ever, while the other has adopted a more conservative lifestyle.",5.6,14272,$ 10000000,$ 30307416,$ 38068353,48,151,93
tt0280477,Better Luck Tomorrow,Better Luck Tomorrow,2002,2003-04-25,Crime,101,USA,English,Justin Lin,"Ernesto Foronda, Justin Lin",Cherry Sky Films,"Parry Shen, Jason Tobin, Shirley Anderson, Nanette Matoba, Kenji Matoba, Sung Kang, Ashley Arai, Danielle Conner, Karen DiTota, Smita Satiani, Kristen Stinson, Jeff DeJohn, Robert Zepeda, Collin Kahey, Christopher J. Francis",A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,7,8978,$ 250000,$ 3802390,$ 3809226,67,135,50
tt0280486,Bad Company - Protocollo Praga,Bad Company,2002,2002-09-06,Action,116,USA,English,Joel Schumacher,"Gary M. Goodman, David Himmelstein",Touchstone Pictures,"Anthony Hopkins, Chris Rock, Peter Stormare, Gabriel Macht, Kerry Washington, Adoni Maropis, Garcelle Beauvais, Matthew Marsh, Dragan Micanovic, John Slattery, Brooke Smith, Daniel Sunjata, DeVone Lawson Jr., Wills Robbins, Marek Vasut","When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock).",5.6,44366,$ 70000000,$ 30160161,$ 66200782,37,196,128
